time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-11-29T19:23:56.925Z,30.1686,-113.7033,10,4.7,mb,,155,1.315,1.31,us,us6000g7pp,2021-11-29T19:59:12.040Z,"101 km WNW of La Libertad, Mexico",earthquake,6.3,2,0.083,44,reviewed,us,us
2021-11-29T18:32:20.330Z,63.0741,-148.5495,68.3,2.9,ml,,,,1.6,ak,ak021fb0v9tv,2021-11-29T22:23:17.038Z,"40 km SSE of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-11-29T18:23:46.376Z,-33.124,-179.3205,44.05,5.4,mww,,64,4.032,1.11,us,us6000g7p3,2021-11-30T18:26:01.120Z,south of the Kermadec Islands,earthquake,4.7,4.5,0.065,23,reviewed,us,us
2021-11-29T17:28:25.105Z,58.5105,-150.7039,20.4,2.5,ml,,,,0.37,ak,ak021fb08zta,2021-11-29T17:49:17.062Z,"113 km SE of Port Graham, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-11-29T17:10:46.140Z,17.8611,-66.875,6,3.06,md,18,218,0.1141,0.17,pr,pr2021333006,2021-11-29T19:17:51.040Z,"12 km SSE of Guánica, Puerto Rico",earthquake,0.62,0.35,0.17,10,reviewed,pr,pr
2021-11-29T16:37:26.731Z,-12.4961,166.674,142.03,4.6,mb,,89,2.978,0.59,us,us7000fy04,2021-11-29T17:12:31.040Z,"179 km NNW of Sola, Vanuatu",earthquake,10.3,7.1,0.073,59,reviewed,us,us
2021-11-29T16:34:00.160Z,31.66271235,-104.3006007,7.494091797,2.5,ml,31,66,0.111579197,0.3,tx,tx2021xjvu,2021-11-30T20:05:40.620Z,"57 km S of Whites City, New Mexico",earthquake,0.904256881,1.492307766,0.1,18,reviewed,tx,tx
2021-11-29T15:24:25.899Z,-2.5899,99.5195,10,4.6,mb,,83,3.271,0.58,us,us7000fxzv,2021-11-29T16:20:20.040Z,"203 km SSW of Padang, Indonesia",earthquake,8.1,1.9,0.103,30,reviewed,us,us
2021-11-29T15:19:29.480Z,31.484,-115.6683333,11.43,3.7,ml,9,106,0.1353,0.23,ci,ci39873495,2021-11-29T16:21:40.639Z,"89km ESE of Maneadero, B.C., MX",earthquake,1.58,3.64,0.105,57,reviewed,ci,ci
2021-11-29T14:12:25.190Z,19.206,-155.4021667,32.76,2.64,ml,55,157,,0.12,hv,hv72816502,2021-11-30T06:38:45.870Z,"8 km E of P?hala, Hawaii",earthquake,0.42,0.52,0.144563914,24,reviewed,hv,hv
2021-11-29T13:50:54.526Z,31.1624,142.3641,10,4.7,mb,,96,2.91,0.69,us,us7000fxzi,2021-11-29T15:05:56.040Z,"Izu Islands, Japan region",earthquake,9.5,1.9,0.051,119,reviewed,us,us
2021-11-29T13:20:23.034Z,39.6388,-98.5016,5,2.5,mb_lg,,48,1.225,0.94,us,us7000fxz1,2021-11-29T14:34:02.040Z,"15 km NNW of Cawker City, Kansas",earthquake,2.3,2,0.193,7,reviewed,us,us
2021-11-29T12:40:49.000Z,31.1,142.8,10,6.6,Mi,120,35.99999712,0,1.09,at,at00r3bsb4,2021-11-29T13:14:10.929Z,"Izu Islands, Japan region",earthquake,0,0,,73,reviewed,at,at
2021-11-29T12:40:43.618Z,31.1809,142.4851,6.14,6.3,mww,,35,2.975,0.7,us,us7000fxyq,2021-12-01T22:03:27.522Z,"Izu Islands, Japan region",earthquake,8.1,4.1,0.056,31,reviewed,us,us
2021-11-29T12:13:14.180Z,18.0275,-66.759,15,3.22,md,25,94,0.1311,0.16,pr,pr2021333005,2021-11-29T13:28:07.040Z,"1 km NE of Magas Arriba, Puerto Rico",earthquake,0.36,0.48,0.19,17,reviewed,pr,pr
2021-11-29T11:35:35.303Z,-20.3513,-70.3071,46.48,2.6,ml,,182,0.243,0.25,us,us6000g83v,2021-12-01T22:36:24.671Z,"22 km SW of Iquique, Chile",earthquake,4.8,7,0.074,24,reviewed,us,us
2021-11-29T11:22:33.482Z,33.515,137.2248,381.62,4,mb,,66,1.406,0.52,us,us7000fxyf,2021-11-29T12:49:17.951Z,"112 km ESE of Owase, Japan",earthquake,10.2,8.1,0.1,27,reviewed,us,us
2021-11-29T08:59:43.169Z,-58.589,-23.5685,10,5.1,mb,,71,8.353,0.41,us,us7000fxxu,2021-11-29T09:20:12.040Z,South Sandwich Islands region,earthquake,9.5,1.6,0.078,54,reviewed,us,us
2021-11-29T08:48:54.310Z,18.0021,-66.8288,16,2.61,md,20,130,0.0572,0.19,pr,pr2021333003,2021-11-29T09:06:31.332Z,"1 km NW of Indios, Puerto Rico",earthquake,0.41,0.32,0.26,7,reviewed,pr,pr
2021-11-29T08:44:56.737Z,29.8581,-113.8418,10,4.2,mb,,160,1.463,0.6,us,us7000fxxr,2021-11-29T09:10:20.040Z,"111 km W of La Libertad, Mexico",earthquake,5.5,2,0.086,38,reviewed,us,us
2021-11-29T07:55:40.550Z,19.2955,-64.8053,21,3.6,md,19,300,1.0972,0.34,pr,pr2021333004,2021-11-29T14:33:12.040Z,"106 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.84,27.75,0.07,9,reviewed,pr,pr
2021-11-29T07:53:37.806Z,3.6291,-74.0203,10,4.4,mb,,67,1.244,0.82,us,us7000fxxc,2021-11-29T08:28:04.040Z,"11 km N of Lejanías, Colombia",earthquake,5.5,1.8,0.083,45,reviewed,us,us
2021-11-29T06:47:25.410Z,18.97033333,-155.4221667,33.69,3.51,ml,54,229,,0.12,hv,hv72816147,2021-11-30T06:48:47.309Z,"19 km ESE of Naalehu, Hawaii",earthquake,0.44,0.72,0.162099787,40,reviewed,hv,hv
2021-11-29T06:37:04.382Z,30.6222,-113.7254,10,4.3,mb,,135,0.965,0.91,us,us7000fxwa,2021-11-29T09:49:58.040Z,"79 km SSW of Puerto Peñasco, Mexico",earthquake,5.9,2,0.147,13,reviewed,us,us
2021-11-29T06:32:26.127Z,-24.1169,179.8367,540.86,4.5,mb,,88,5.502,0.63,us,us7000fxw8,2021-11-29T07:02:46.040Z,south of the Fiji Islands,earthquake,12,6.9,0.053,104,reviewed,us,us
2021-11-29T06:24:25.009Z,29.8708,-113.7144,10,4.3,mb,,156,1.521,0.5,us,us7000fxvz,2021-11-29T07:27:46.040Z,"98 km W of La Libertad, Mexico",earthquake,7,2,0.104,26,reviewed,us,us
2021-11-29T04:36:48.700Z,40.293499,-124.529335,17.34,2.69,md,18,247,0.1895,0.13,nc,nc73659375,2021-11-29T06:16:09.483Z,"21km W of Petrolia, CA",earthquake,1.64,0.57,0.03,9,automatic,nc,nc
2021-11-29T03:32:14.239Z,13.8625,-92.6551,10,4.2,mb,,209,2.456,0.84,us,us7000fxv7,2021-11-29T04:12:21.040Z,"87 km SW of Ocós, Guatemala",earthquake,12.9,2,0.08,43,reviewed,us,us
2021-11-29T03:24:35.924Z,36.5105,70.1228,225.6,4.1,mb,,70,0.713,0.69,us,us7000fxv6,2021-11-29T04:03:39.040Z,"24 km ESE of Farkh?r, Afghanistan",earthquake,7.5,6.1,0.197,7,reviewed,us,us
2021-11-29T03:17:25.706Z,-6.8302,127.2188,388.33,4.3,mb,,32,4.12,0.66,us,us7000fxv5,2021-11-29T03:34:30.040Z,"188 km N of Lospalos, Timor Leste",earthquake,7.1,6.8,0.09,35,reviewed,us,us
2021-11-29T03:01:33.420Z,31.6173333,-116.0176667,7.6,2.61,ml,14,184,0.3009,0.14,ci,ci39873175,2021-11-29T18:52:10.988Z,"53km ESE of Maneadero, B.C., MX",earthquake,0.39,0.88,0.2,12,reviewed,ci,ci
2021-11-29T01:15:49.130Z,17.9733,-67.01,11,2.5,md,8,175,0.0344,0.07,pr,pr2021333000,2021-11-29T01:54:06.102Z,"3 km E of La Parguera, Puerto Rico",earthquake,0.52,0.37,0.12,6,reviewed,pr,pr
2021-11-28T23:03:03.465Z,31.16227615,-103.3185094,4.563378906,3.3,ml,22,58,0.048833987,0.3,tx,tx2021xind,2021-11-30T05:52:57.401Z,"25 km WSW of Coyanosa, Texas",earthquake,2.002784381,2.300923543,0.1,10,reviewed,tx,tx
2021-11-28T22:53:38.198Z,62.0803,-151.2634,75.3,2.7,ml,,,,0.45,ak,ak021f9fu75r,2021-11-30T01:21:58.040Z,"12 km NE of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-11-28T22:40:37.525Z,56.0738,-149.6152,23.28,3.1,ml,,198,2.362,0.78,us,us7000fxu2,2021-11-30T01:03:11.040Z,"236 km SE of Chiniak, Alaska",earthquake,7.9,9.2,0.06,36,reviewed,us,us
2021-11-28T22:34:41.110Z,0.2419,99.6101,127.34,4.3,mb,,140,1.431,0.6,us,us7000fxu1,2021-11-30T00:47:40.040Z,"104 km NW of Bukittinggi, Indonesia",earthquake,6.3,8.1,0.133,16,reviewed,us,us
2021-11-28T22:13:56.714Z,31.8721,130.7325,10,4.6,mb,,121,0.433,0.61,us,us7000fxu0,2021-11-30T00:23:58.966Z,"15 km NNW of Kokubu-matsuki, Japan",earthquake,3.8,1.8,0.172,10,reviewed,us,us
2021-11-28T21:52:45.767Z,34.4342,99.0553,10,4.1,mb,,65,9.752,0.96,us,us7000fxtx,2021-11-29T22:48:25.040Z,"Southern Qinghai, China",earthquake,7.8,1.9,0.139,14,reviewed,us,us
2021-11-28T20:33:22.878Z,43.147,146.5104,67.17,4.6,mb,,79,2.722,0.74,us,us7000fxti,2021-11-28T21:11:08.040Z,"74 km SSW of Shikotan, Russia",earthquake,9.5,8.2,0.09,37,reviewed,us,us
2021-11-28T20:29:57.347Z,-10.4488,161.0192,10,4.7,mb,,77,1.456,1.1,us,us7000fxtf,2021-11-28T21:01:03.040Z,"98 km W of Kirakira, Solomon Islands",earthquake,7.6,1.9,0.095,34,reviewed,us,us
2021-11-28T20:19:58.450Z,17.9473,-66.9445,9,2.89,md,22,186,0.071,0.14,pr,pr2021332019,2021-11-28T20:42:38.734Z,"4 km SW of Guánica, Puerto Rico",earthquake,0.42,0.54,0.29,14,reviewed,pr,pr
2021-11-28T20:04:30.566Z,59.7425,-151.8932,55.6,2.5,ml,,,,0.61,ak,ak021f9ectas,2021-11-28T21:16:20.040Z,"5 km SW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-11-28T19:42:35.803Z,44.123,-115.0586,10,2.6,ml,,82,0.729,1.16,us,us7000fxt4,2021-11-29T16:32:26.820Z,"14 km SW of Stanley, Idaho",earthquake,2,2,0.091,16,reviewed,us,us
2021-11-28T19:24:52.585Z,58.347,-152.2625,52.7,2.5,ml,,,,0.46,ak,ak021f9dvpo2,2021-11-28T21:23:26.040Z,"49 km NNE of Ouzinkie, Alaska",earthquake,,1.8,,,automatic,ak,ak
2021-11-28T18:55:09.950Z,18.0323,-67.7085,5,3.12,md,21,183,0.4202,0.31,pr,pr2021332018,2021-11-28T19:20:57.743Z,"55 km W of Puerto Real, Puerto Rico",earthquake,0.7,0.81,0.2,12,reviewed,pr,pr
2021-11-28T18:32:49.943Z,31.66960437,-104.3770941,7.699755859,3.1,ml,15,59,0.105442115,0.3,tx,tx2021xief,2021-11-28T18:46:49.232Z,"56 km S of Whites City, New Mexico",earthquake,1.238229294,1.56692424,0.1,6,reviewed,tx,tx
2021-11-28T17:27:30.721Z,-2.6294,140.4053,33.72,4.5,mb,,59,6.979,0.7,us,us7000fxt1,2021-11-29T02:01:12.881Z,"near the north coast of Papua, Indonesia",earthquake,10.4,5.8,0.103,28,reviewed,us,us
2021-11-28T17:21:21.354Z,24.213,94.5836,80.53,4.5,mb,,74,4.109,0.8,us,us7000fxsg,2021-11-29T02:27:42.479Z,"65 km NNE of Mawlaik, Myanmar",earthquake,9.5,6.9,0.106,26,reviewed,us,us
2021-11-28T17:02:21.027Z,26.9941,96.5108,10,4.3,mb,,96,6.216,0.99,us,us7000fxsb,2021-11-28T19:53:11.040Z,"89 km ESE of Margherita, India",earthquake,9.6,1.9,0.114,22,reviewed,us,us
2021-11-28T16:39:26.640Z,18.1533,-68.033,80,3.28,md,19,174,0.5014,0.42,pr,pr2021332016,2021-11-28T17:19:52.768Z,"61 km SE of Punta Cana, Dominican Republic",earthquake,2.41,1.73,0.26,10,reviewed,pr,pr
2021-11-28T16:20:06.890Z,17.965,-66.9985,10,2.97,md,23,177,0.0459,0.14,pr,pr2021332015,2021-11-28T20:36:17.843Z,"5 km ESE of La Parguera, Puerto Rico",earthquake,0.5,0.43,0.1,11,reviewed,pr,pr
2021-11-28T16:17:41.648Z,31.64559969,-104.5851541,6.208691406,3.6,ml,19,80,0.075548688,0.3,tx,tx2021xhzt,2021-11-29T16:21:32.711Z,"61 km SSW of Whites City, New Mexico",earthquake,1.866777416,2.170779652,0.1,7,reviewed,tx,tx
2021-11-28T16:11:20.758Z,34.4036,45.761,10,4.2,mb,,109,0.712,0.53,us,us7000fxrx,2021-11-28T16:41:38.040Z,"11 km SW of Sarpol-e Z?ah?b, Iran",earthquake,5.4,1.9,0.153,15,reviewed,us,us
2021-11-28T15:46:33.910Z,19.1825,-155.4775,32.45,3.56,ml,57,79,,0.11,hv,hv72815092,2021-11-29T21:15:23.602Z,"2 km S of P?hala, Hawaii",earthquake,0.39,0.53,0.178054952,40,reviewed,hv,hv
2021-11-28T15:02:43.710Z,18.1803,-67.4351,15,2.77,md,13,233,0.2088,0.22,pr,pr2021332014,2021-11-28T15:36:22.464Z,"25 km SW of Stella, Puerto Rico",earthquake,0.77,0.79,0.43,11,reviewed,pr,pr
2021-11-28T14:54:40.916Z,35.0889,141.502,12.05,4.5,mb,,126,2.416,0.66,us,us7000fxrk,2021-11-29T13:29:22.415Z,"93 km SE of Hasaki, Japan",earthquake,6.9,5,0.091,37,reviewed,us,us
2021-11-28T13:51:16.168Z,-6.7652,125.4367,539.11,4.9,mb,,38,3.188,0.69,us,us7000fxr9,2021-11-28T15:06:45.040Z,"198 km N of Metinaro, Timor Leste",earthquake,10.3,8.5,0.053,113,reviewed,us,us
2021-11-28T13:34:32.986Z,31.66774561,-104.3803075,7.391259766,2.9,ml,14,60,0.102702302,0.3,tx,tx2021xhuk,2021-11-28T14:31:44.040Z,"56 km S of Whites City, New Mexico",earthquake,1.287666261,1.77658683,0.1,6,reviewed,tx,tx
2021-11-28T11:15:46.840Z,37.4415,-112.9816667,6.12,3.07,ml,21,115,0.1427,0.13,uu,uu60470092,2021-11-29T03:53:04.658Z,Utah,earthquake,0.34,0.72,0.25,11,reviewed,uu,uu
2021-11-28T10:59:28.030Z,19.163,-155.4771667,32.12,2.71,ml,54,105,,0.11,hv,hv72814852,2021-11-30T07:17:53.750Z,"4 km S of P?hala, Hawaii",earthquake,0.42,0.54,0.146411794,28,reviewed,hv,hv
2021-11-28T10:52:13.239Z,-4.4898,-76.8461,112.48,7.5,mww,,42,4.962,0.61,us,us7000fxq2,2021-11-30T01:40:53.016Z,"42 km NNW of Barranca, Peru",earthquake,7.4,5.2,0.033,87,reviewed,us,us
2021-11-28T09:42:15.656Z,7.5372,-76.9227,23.41,4.5,mb,,94,1.924,0.71,us,us7000fxps,2021-11-28T15:04:10.525Z,"24 km ENE of Riosucio, Colombia",earthquake,6,8.6,0.192,12,reviewed,us,us
2021-11-28T09:37:17.623Z,-32.3775,-71.9198,22.65,4,mwr,,134,0.683,0.79,us,us7000fxpj,2021-11-29T02:39:11.877Z,"65 km W of La Ligua, Chile",earthquake,3.7,6.3,0.043,53,reviewed,us,us
2021-11-28T09:06:11.207Z,-18.4679,-178.2631,496.63,4.2,mb,,115,3.576,0.68,us,us7000fxpm,2021-11-28T10:35:35.040Z,"259 km E of Levuka, Fiji",earthquake,15.1,9,0.103,27,reviewed,us,us
2021-11-28T08:58:55.226Z,31.66767676,-104.3910727,7.596923828,2.9,ml,14,60,0.093525611,0.2,tx,tx2021xhlh,2021-11-28T09:12:04.160Z,"56 km S of Whites City, New Mexico",earthquake,1.30162639,1.588831495,0,6,reviewed,tx,tx
2021-11-28T08:56:13.400Z,40.6204987,-123.1504974,30.09,2.71,md,6,102,0.06572,0.04,nc,nc73659055,2021-11-28T10:12:12.563Z,"8km NNE of Hayfork, CA",earthquake,0.67,1.06,0.1,6,automatic,nc,nc
2021-11-28T08:27:03.010Z,17.945,-66.743,18,2.63,md,17,170,0.1395,0.11,pr,pr2021332012,2021-11-28T08:40:26.521Z,"6 km SSW of Tallaboa, Puerto Rico",earthquake,0.29,0.3,0.08,4,reviewed,pr,pr
2021-11-28T08:12:14.466Z,37.373,-104.3336,8,2.7,ml,,70,0.241,0.41,us,us7000fxnu,2021-11-28T15:07:13.981Z,Colorado,earthquake,1.2,8.6,0.115,10,reviewed,us,us
2021-11-28T07:50:18.405Z,18.9199,-68.9991,8.05,2.9,ml,,176,0.711,0.45,us,us7000fxnq,2021-11-28T08:30:42.040Z,"8 km SE of Miches, Dominican Republic",earthquake,2.6,11.4,0.055,43,reviewed,us,us
2021-11-28T07:43:40.650Z,17.9841,-67.0045,10,2.74,md,16,147,0.0423,0.17,pr,pr2021332010,2021-11-28T08:00:46.729Z,"4 km ENE of La Parguera, Puerto Rico",earthquake,0.41,0.68,0.03,5,reviewed,pr,pr
2021-11-28T07:16:55.827Z,-20.4295,-178.2569,568.76,4.1,mb,,171,4.394,0.34,us,us7000fxnl,2021-11-28T08:21:03.040Z,Fiji region,earthquake,13.9,13.7,0.112,22,reviewed,us,us
2021-11-28T06:57:19.349Z,40.4233,-126.4046,10,3,ml,,258,1.743,0.68,us,us7000fxnb,2021-11-28T07:17:51.040Z,"182 km W of Ferndale, California",earthquake,8.3,2,0.038,92,reviewed,us,us
2021-11-28T06:32:30.995Z,-12.0305,-77.3749,64.45,5.1,mb,,85,0.523,0.94,us,us7000fxna,2021-11-29T22:54:08.806Z,"28 km W of Callao, Peru",earthquake,8.6,5.2,0.027,438,reviewed,us,us
2021-11-28T06:30:36.161Z,67.0253,-146.7062,4.5,2.9,ml,,,,0.74,ak,ak021f966bs2,2021-11-28T07:33:46.040Z,"12 km W of Venetie, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-11-28T05:59:10.556Z,31.67497601,-104.2436354,7.288427734,3.2,ml,17,53,0.110834751,0.2,tx,tx2021xhfj,2021-11-28T08:10:53.726Z,western Texas,earthquake,1.195872032,1.653864972,0.2,6,reviewed,tx,tx
2021-11-28T05:51:55.308Z,66.9407,-146.8561,73.9,2.8,ml,,,,0.77,ak,ak021f95pfpr,2021-11-28T06:03:02.086Z,"20 km WSW of Venetie, Alaska",earthquake,,1.9,,,automatic,ak,ak
2021-11-28T05:44:20.388Z,31.4828,-115.6439,18.66,3.2,ml,,110,0.15,0.67,us,us7000fxmt,2021-11-29T16:17:04.811Z,"59 km ENE of San Vicente, Mexico",earthquake,3.1,7.3,0.053,46,reviewed,us,us
2021-11-28T03:12:56.770Z,19.19466667,-155.4685,36.39,3,ml,55,97,,0.11,hv,hv72814362,2021-11-29T23:16:38.493Z,"1 km SE of P?hala, Hawaii",earthquake,0.42,0.5,0.21560953,39,reviewed,hv,hv
2021-11-28T03:10:06.580Z,17.9713,-67.0026,9,3.25,md,27,168,0.0417,0.11,pr,pr2021332005,2021-11-28T05:34:49.482Z,"4 km E of La Parguera, Puerto Rico",earthquake,0.27,0.43,0.28,11,reviewed,pr,pr
2021-11-28T02:57:18.080Z,17.9728,-67.0021,9,3.46,md,28,178,0.0423,0.09,pr,pr2021332003,2021-11-29T02:59:17.147Z,"4 km E of La Parguera, Puerto Rico",earthquake,0.34,0.62,0.33,25,reviewed,pr,pr
2021-11-28T02:52:34.632Z,38.6717,14.3583,10,4.4,mb,,69,1.273,0.78,us,us7000fxly,2021-11-28T04:25:43.238Z,"42 km WNW of Leni, Italy",earthquake,5.4,1.9,0.097,31,reviewed,us,us
2021-11-28T02:46:24.520Z,17.9701,-67.0018,9,3.33,md,27,170,0.0424,0.11,pr,pr2021332004,2021-11-29T02:48:28.218Z,"4 km E of La Parguera, Puerto Rico",earthquake,0.29,0.48,0.22,26,reviewed,pr,pr
2021-11-28T02:13:16.540Z,18.6423,-65.316,67,3.04,md,14,275,0.3365,0.36,pr,pr2021332002,2021-11-28T06:24:16.538Z,"37 km N of Culebra, Puerto Rico",earthquake,3.18,2.81,0.08,3,reviewed,pr,pr
2021-11-28T01:53:54.738Z,66.9855,-146.4942,13,2.8,ml,,,,0.51,ak,ak021f93c4rf,2021-11-28T02:33:06.040Z,"4 km SW of Venetie, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-11-28T01:44:10.267Z,66.9559,-146.5953,6.9,4.3,ml,,,,0.94,ak,ak021f93a45y,2021-11-29T15:55:25.040Z,,earthquake,,1.2,,,reviewed,ak,ak
2021-11-28T01:39:47.483Z,66.9631,-146.4799,12.1,3.7,ml,,,,0.87,ak,ak021f939474,2021-11-28T02:21:29.040Z,"6 km SSW of Venetie, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-11-28T01:38:08.507Z,33.4477,58.7505,10,4.7,mb,,72,8.616,0.74,us,us7000fxlh,2021-11-28T01:58:57.040Z,"50 km SW of Q?’en, Iran",earthquake,7.2,1.8,0.054,104,reviewed,us,us
2021-11-28T01:32:51.113Z,27.0868,96.3158,10,4.6,mb,,72,6.324,1.27,us,us7000fxlf,2021-11-28T02:27:42.040Z,"67 km ESE of Margherita, India",earthquake,4.2,1.9,0.103,28,reviewed,us,us
2021-11-28T01:29:28.050Z,17.8413,-66.857,11,2.79,md,11,256,0.1356,0.1,pr,pr2021332001,2021-11-28T01:50:31.820Z,"15 km SSE of Guánica, Puerto Rico",earthquake,0.56,0.64,0.13,6,reviewed,pr,pr
2021-11-28T00:54:40.940Z,17.8391,-66.8563,13,2.74,md,15,224,0.1379,0.14,pr,pr2021332000,2021-11-28T01:21:47.579Z,"15 km SSE of Guánica, Puerto Rico",earthquake,0.55,0.6,0.11,5,reviewed,pr,pr
2021-11-28T00:37:37.679Z,-38.8416,-73.6557,31.26,4.1,mb,,143,1.052,0.64,us,us7000fxl3,2021-11-28T02:36:59.040Z,"45 km WSW of Carahue, Chile",earthquake,5.5,4.4,0.262,4,reviewed,us,us
2021-11-27T23:51:25.158Z,52.5962,-176.0142,179.8,3,ml,,,,0.57,ak,ak021f7svttn,2021-11-28T00:30:22.906Z,"90 km NNE of Adak, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2021-11-27T23:30:13.160Z,17.9005,-66.9705,12,2.54,md,13,242,0.1009,0.15,pr,pr2021331007,2021-11-27T23:52:28.459Z,"10 km SW of Guánica, Puerto Rico",earthquake,0.66,0.43,0.16,7,reviewed,pr,pr
2021-11-27T23:00:39.199Z,-21.2335,-176.492,190.38,4.6,mb,,120,6.206,0.91,us,us7000fxki,2021-11-28T02:42:41.040Z,"133 km W of Haveluloto, Tonga",earthquake,15.3,8.2,0.107,26,reviewed,us,us
2021-11-27T22:49:04.043Z,85.4413,13.2037,10,4.9,mb,,57,6.57,0.85,us,us7000fxkf,2021-11-27T23:07:38.040Z,north of Svalbard,earthquake,9.4,1.9,0.065,75,reviewed,us,us
2021-11-27T22:44:48.469Z,-27.8309,-71.1125,41.85,4.8,mwr,,95,0.373,1.12,us,us7000fxkd,2021-11-28T00:01:14.289Z,"89 km NNW of Vallenar, Chile",earthquake,4.4,4.9,0.034,82,reviewed,us,us
2021-11-27T21:07:54.260Z,19.18483333,-155.4693333,37.1,2.65,md,52,94,,0.11,hv,hv72814027,2021-11-30T06:57:44.610Z,"2 km SSE of P?hala, Hawaii",earthquake,0.43,0.5,0.154227304,22,reviewed,hv,hv
2021-11-27T20:40:05.703Z,-36.3264,-71.2306,131.33,4.1,mb,,103,0.338,0.78,us,us7000fxjw,2021-11-28T00:24:58.040Z,"57 km SE of Longaví, Chile",earthquake,7.2,1.9,0.233,6,reviewed,us,us
2021-11-27T20:36:39.554Z,-9.3079,148.1673,10,5.3,mb,,18,6.448,1.06,us,us7000fxjx,2021-11-28T04:09:44.782Z,"60 km S of Popondetta, Papua New Guinea",earthquake,7.8,1.7,0.048,145,reviewed,us,us
2021-11-27T19:40:22.970Z,-28.1024,-64.5012,10,4.3,mb,,55,4.3,0.51,us,us7000fxjk,2021-11-28T16:08:07.529Z,"41 km SW of Santiago del Estero, Argentina",earthquake,6.2,1.8,0.178,9,reviewed,us,us
2021-11-27T19:31:56.679Z,-38.8677,-73.5544,20.43,4.4,mwr,,139,1.016,0.82,us,us7000fxjr,2021-11-27T23:37:59.040Z,"38 km WSW of Carahue, Chile",earthquake,2.4,5.4,0.065,23,reviewed,us,us
2021-11-27T19:28:59.319Z,-38.8213,-73.5757,27.37,4.6,mwr,,139,1.063,0.58,us,us7000fxji,2021-11-28T00:00:18.828Z,"38 km WSW of Carahue, Chile",earthquake,4.5,5,0.047,44,reviewed,us,us
2021-11-27T18:48:07.653Z,-7.0176,155.9081,52.36,5.3,mww,,41,4.665,0.98,us,us7000fxj5,2021-11-29T16:17:13.373Z,"90 km SSE of Panguna, Papua New Guinea",earthquake,7.7,3.3,0.073,18,reviewed,us,us
2021-11-27T18:42:48.989Z,-10.7097,165.7956,35,4.6,mb,,101,4.904,0.53,us,us7000fxjb,2021-11-27T20:03:02.040Z,"1 km N of Lata, Solomon Islands",earthquake,7.6,2,0.095,33,reviewed,us,us
2021-11-27T18:24:17.312Z,48.8539,155.3874,47.86,4.6,mb,,131,4.503,0.64,us,us7000fxj6,2021-11-27T19:48:49.040Z,"209 km SSW of Severo-Kuril’sk, Russia",earthquake,9.8,4.4,0.073,56,reviewed,us,us
2021-11-27T17:36:00.736Z,61.2491,-139.4787,3.7,3,ml,,,,0.99,ak,ak021f7p7yjm,2021-11-27T18:03:15.965Z,"120 km WNW of Haines Junction, Canada",earthquake,,0.3,,,reviewed,ak,ak
2021-11-27T17:06:43.990Z,17.9705,-66.8535,17,3.02,md,20,166,0.0261,0.19,pr,pr2021331006,2021-11-29T10:11:19.276Z,"3 km ESE of Maria Antonia, Puerto Rico",earthquake,0.48,0.36,0.17,12,reviewed,pr,pr
2021-11-27T17:03:28.990Z,18.8471,-68.2695,101,3.27,md,7,198,1.4325,0.49,pr,pr2021331005,2021-11-27T17:21:43.477Z,"32 km NNE of Punta Cana, Dominican Republic",earthquake,6.62,5.18,0.03,3,reviewed,pr,pr
2021-11-27T16:01:11.280Z,19.1605,-155.5046667,37.25,2.93,ml,56,114,,0.12,hv,hv72813692,2021-11-30T00:17:49.545Z,"5 km SSW of P?hala, Hawaii",earthquake,0.47,0.55,0.145836308,37,reviewed,hv,hv
2021-11-27T15:35:34.011Z,28.48480225,-100.2976792,4.13285319,3.2,ml,10,81,0.017621678,0.3,tx,tx2021xgcw,2021-11-27T16:27:36.040Z,"3 km SSE of El Indio, Texas",earthquake,2.815857387,1.547696099,0.2,6,reviewed,tx,tx
2021-11-27T14:12:30.130Z,34.2285,-116.7508333,7.6,2.57,ml,87,39,0.1351,0.12,ci,ci39871631,2021-12-01T14:55:53.353Z,"9km ESE of Big Bear City, CA",earthquake,0.1,0.39,0.2,24,reviewed,ci,ci
2021-11-27T13:25:10.080Z,19.1183,-66.372,28,3.48,md,18,259,0.6603,0.24,pr,pr2021331004,2021-11-27T14:42:22.429Z,"72 km N of Brenas, Puerto Rico",earthquake,0.95,8.62,0.09,14,reviewed,pr,pr
2021-11-27T13:01:53.193Z,62.7805,-150.4612,90.4,2.8,ml,,,,0.58,ak,ak021f7mmu2v,2021-11-27T14:46:11.040Z,"35 km NNE of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
