time,latitude,longitude,depth,mag,magType,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-11-30 03:30:27.380000+00:00,37.909833299999995,-122.2888333,4.88,2.5,md,21.0,0.01465,0.09,nc,nc73659805,2021-12-02 00:23:42.755000+00:00,"1km W of Kensington, CA",earthquake,0.11,0.15,0.12300000000000001,81.0,reviewed,nc,nc
2021-11-30 03:23:49.440000+00:00,17.9721,-67.0031,9.0,3.16,md,167.0,0.0412,0.11,pr,pr2021334001,2021-11-30 23:52:03.040000+00:00,"4 km E of La Parguera, Puerto Rico",earthquake,0.36,0.5,0.1,13.0,reviewed,pr,pr
2021-11-30 02:29:42.351000+00:00,-58.8001,-25.2939,35.0,4.6,mb,114.0,9.988999999999999,0.78,us,us6000g7su,2021-11-30 23:45:31.040000+00:00,South Sandwich Islands region,earthquake,12.0,2.0,0.098,31.0,reviewed,us,us
2021-11-30 02:21:37.140000+00:00,37.5735,-118.62916670000001,12.76,2.74,md,62.0,0.0983,0.08,nc,nc73659755,2021-12-01 04:22:11.247000+00:00,"5km ENE of Toms Place, CA",earthquake,0.38,0.72,0.162,48.0,reviewed,nc,nc
2021-11-30 02:20:48.160000+00:00,19.16533333,-155.47916669999998,33.39,2.57,md,100.0,,0.11,hv,hv72817077,2021-11-30 06:50:23.360000+00:00,"4 km S of P?hala, Hawaii",earthquake,0.44,0.59,0.21809105399999998,20.0,reviewed,hv,hv
2021-11-30 01:13:19.310000+00:00,-22.4708,-69.4819,89.35,4.3,mb,89.0,0.248,0.65,us,us6000g7sc,2021-11-30 22:40:31.040000+00:00,"57 km W of Calama, Chile",earthquake,3.1,5.4,0.14800000000000002,13.0,reviewed,us,us
2021-11-30 00:56:07.558000+00:00,6.7224,126.1127,58.03,5.1,mww,36.0,0.632,0.85,us,us6000g7s9,2021-12-01 05:43:26.040000+00:00,"1 km ENE of Talisay, Philippines",earthquake,7.1,4.8,0.098,10.0,reviewed,us,us
2021-11-30 00:30:46.587000+00:00,31.0927,142.4173,10.0,4.6,mb,136.0,2.991,0.56,us,us6000g7sa,2021-11-30 01:30:05.040000+00:00,"Izu Islands, Japan region",earthquake,11.5,1.9,0.067,67.0,reviewed,us,us
2021-11-30 00:17:54.230000+00:00,17.9085,-66.8048,6.0,2.51,md,224.0,0.0998,0.17,pr,pr2021334000,2021-11-30 00:30:26.944000+00:00,"9 km S of Indios, Puerto Rico",earthquake,0.76,0.46,0.14,6.0,reviewed,pr,pr
2021-11-29 23:56:27.590000+00:00,17.8713,-66.8716,16.0,2.84,md,214.0,0.1041,0.12,pr,pr2021333008,2021-11-30 00:22:28.480000+00:00,"11 km SSE of Guánica, Puerto Rico",earthquake,0.5,0.7,0.35,11.0,reviewed,pr,pr
2021-11-29 23:34:44.255000+00:00,31.218000000000004,142.4832,10.0,4.4,mb,136.0,6.125,0.8,us,us6000g7s1,2021-11-30 00:14:59.040000+00:00,"Izu Islands, Japan region",earthquake,6.6,1.9,0.11699999999999999,21.0,reviewed,us,us
2021-11-29 23:29:26.110000+00:00,17.9788,-67.005,10.0,2.57,md,165.0,0.0403,0.17,pr,pr2021333007,2021-11-29 23:44:52.704000+00:00,"4 km E of La Parguera, Puerto Rico",earthquake,0.42,0.67,0.27,12.0,reviewed,pr,pr
2021-11-29 23:03:16.153000+00:00,-6.8102,104.1784,40.97,4.7,mb,73.0,2.72,0.78,us,us6000g7rp,2021-11-29 23:31:10.040000+00:00,"188 km WSW of Labuan, Indonesia",earthquake,4.7,7.8,0.09,38.0,reviewed,us,us
2021-11-29 22:29:49.216000+00:00,31.1512,142.4568,10.0,4.6,mb,136.0,2.9760000000000004,0.63,us,us6000g7ri,2021-11-29 23:01:38.040000+00:00,"Izu Islands, Japan region",earthquake,4.7,1.9,0.075,53.0,reviewed,us,us
2021-11-29 21:22:06.745000+00:00,20.5276,94.0807,57.69,4.4,mb,160.0,2.0709999999999997,0.68,us,us6000g7qn,2021-11-29 21:41:32.040000+00:00,"82 km W of Yenangyaung, Myanmar",earthquake,3.7,11.0,0.311,3.0,reviewed,us,us
2021-11-29 20:45:07.700000+00:00,38.3733333,-112.774,4.46,2.85,ml,57.0,0.0778,0.12,uu,uu60470287,2021-11-30 00:12:18.371000+00:00,"15 km NW of Beaver, Utah",earthquake,0.26,0.83,0.23199999999999998,14.0,reviewed,uu,uu
2021-11-29 20:33:31.764000+00:00,4.2361,-76.3497,118.83,4.9,mb,85.0,2.106,1.0,us,us6000g7q7,2021-11-29 23:40:17.581000+00:00,"4 km NW of Trujillo, Colombia",earthquake,7.3,6.7,0.079,50.0,reviewed,us,us
2021-11-29 20:10:14.828000+00:00,-18.364,168.7418,79.45,4.6,mb,101.0,3.253,0.77,us,us6000g7q3,2021-11-29 20:40:49.040000+00:00,"82 km SSE of Port-Vila, Vanuatu",earthquake,5.8,7.9,0.084,42.0,reviewed,us,us
2021-11-29 20:00:14.409000+00:00,30.0542,-113.7832,10.0,4.6,mb,154.0,1.345,0.97,us,us6000g7q0,2021-11-29 20:29:02.040000+00:00,"106 km W of La Libertad, Mexico",earthquake,6.1,1.9,0.107,26.0,reviewed,us,us
2021-11-29 19:23:56.925000+00:00,30.1686,-113.7033,10.0,4.7,mb,155.0,1.315,1.31,us,us6000g7pp,2021-11-29 19:59:12.040000+00:00,"101 km WNW of La Libertad, Mexico",earthquake,6.3,2.0,0.083,44.0,reviewed,us,us
2021-11-29 18:32:20.330000+00:00,63.0741,-148.5495,68.3,2.9,ml,,,1.6,ak,ak021fb0v9tv,2021-11-29 22:23:17.038000+00:00,"40 km SSE of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-11-29 18:23:46.376000+00:00,-33.124,-179.3205,44.05,5.4,mww,64.0,4.032,1.11,us,us6000g7p3,2021-11-30 18:26:01.120000+00:00,south of the Kermadec Islands,earthquake,4.7,4.5,0.065,23.0,reviewed,us,us
2021-11-29 17:28:25.105000+00:00,58.5105,-150.7039,20.4,2.5,ml,,,0.37,ak,ak021fb08zta,2021-11-29 17:49:17.062000+00:00,"113 km SE of Port Graham, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-11-29 17:10:46.140000+00:00,17.8611,-66.875,6.0,3.06,md,218.0,0.1141,0.17,pr,pr2021333006,2021-11-29 19:17:51.040000+00:00,"12 km SSE of Guánica, Puerto Rico",earthquake,0.62,0.35,0.17,10.0,reviewed,pr,pr
2021-11-29 16:37:26.731000+00:00,-12.4961,166.674,142.03,4.6,mb,89.0,2.978,0.59,us,us7000fy04,2021-11-29 17:12:31.040000+00:00,"179 km NNW of Sola, Vanuatu",earthquake,10.3,7.1,0.073,59.0,reviewed,us,us
2021-11-29 16:34:00.160000+00:00,31.66271235,-104.3006007,7.494091797,2.5,ml,66.0,0.11157919699999999,0.3,tx,tx2021xjvu,2021-11-30 20:05:40.620000+00:00,"57 km S of Whites City, New Mexico",earthquake,0.9042568809999999,1.492307766,0.1,18.0,reviewed,tx,tx
2021-11-29 15:24:25.899000+00:00,-2.5899,99.5195,10.0,4.6,mb,83.0,3.2710000000000004,0.58,us,us7000fxzv,2021-11-29 16:20:20.040000+00:00,"203 km SSW of Padang, Indonesia",earthquake,8.1,1.9,0.10300000000000001,30.0,reviewed,us,us
2021-11-29 15:19:29.480000+00:00,31.484,-115.66833329999999,11.43,3.7,ml,106.0,0.1353,0.23,ci,ci39873495,2021-11-29 16:21:40.639000+00:00,"89km ESE of Maneadero, B.C., MX",earthquake,1.58,3.64,0.105,57.0,reviewed,ci,ci
2021-11-29 14:12:25.190000+00:00,19.206,-155.40216669999998,32.76,2.64,ml,157.0,,0.12,hv,hv72816502,2021-11-30 06:38:45.870000+00:00,"8 km E of P?hala, Hawaii",earthquake,0.42,0.52,0.14456391400000002,24.0,reviewed,hv,hv
2021-11-29 13:50:54.526000+00:00,31.1624,142.3641,10.0,4.7,mb,96.0,2.91,0.69,us,us7000fxzi,2021-11-29 15:05:56.040000+00:00,"Izu Islands, Japan region",earthquake,9.5,1.9,0.051,119.0,reviewed,us,us
2021-11-29 13:20:23.034000+00:00,39.6388,-98.5016,5.0,2.5,mb_lg,48.0,1.225,0.94,us,us7000fxz1,2021-11-29 14:34:02.040000+00:00,"15 km NNW of Cawker City, Kansas",earthquake,2.3,2.0,0.193,7.0,reviewed,us,us
2021-11-29 12:40:49+00:00,31.1,142.8,10.0,6.6,Mi,35.99999712,0.0,1.09,at,at00r3bsb4,2021-11-29 13:14:10.929000+00:00,"Izu Islands, Japan region",earthquake,0.0,0.0,,73.0,reviewed,at,at
2021-11-29 12:40:43.618000+00:00,31.1809,142.4851,6.14,6.3,mww,35.0,2.975,0.7,us,us7000fxyq,2021-12-01 22:03:27.522000+00:00,"Izu Islands, Japan region",earthquake,8.1,4.1,0.055999999999999994,31.0,reviewed,us,us
2021-11-29 12:13:14.180000+00:00,18.0275,-66.759,15.0,3.22,md,94.0,0.1311,0.16,pr,pr2021333005,2021-11-29 13:28:07.040000+00:00,"1 km NE of Magas Arriba, Puerto Rico",earthquake,0.36,0.48,0.19,17.0,reviewed,pr,pr
2021-11-29 11:35:35.303000+00:00,-20.3513,-70.3071,46.48,2.6,ml,182.0,0.243,0.25,us,us6000g83v,2021-12-01 22:36:24.671000+00:00,"22 km SW of Iquique, Chile",earthquake,4.8,7.0,0.07400000000000001,24.0,reviewed,us,us
2021-11-29 11:22:33.482000+00:00,33.515,137.2248,381.62,4.0,mb,66.0,1.406,0.52,us,us7000fxyf,2021-11-29 12:49:17.951000+00:00,"112 km ESE of Owase, Japan",earthquake,10.2,8.1,0.1,27.0,reviewed,us,us
2021-11-29 08:59:43.169000+00:00,-58.589,-23.5685,10.0,5.1,mb,71.0,8.353,0.41,us,us7000fxxu,2021-11-29 09:20:12.040000+00:00,South Sandwich Islands region,earthquake,9.5,1.6,0.078,54.0,reviewed,us,us
2021-11-29 08:48:54.310000+00:00,18.0021,-66.8288,16.0,2.61,md,130.0,0.0572,0.19,pr,pr2021333003,2021-11-29 09:06:31.332000+00:00,"1 km NW of Indios, Puerto Rico",earthquake,0.41,0.32,0.26,7.0,reviewed,pr,pr
2021-11-29 08:44:56.737000+00:00,29.8581,-113.8418,10.0,4.2,mb,160.0,1.463,0.6,us,us7000fxxr,2021-11-29 09:10:20.040000+00:00,"111 km W of La Libertad, Mexico",earthquake,5.5,2.0,0.086,38.0,reviewed,us,us
2021-11-29 07:55:40.550000+00:00,19.2955,-64.8053,21.0,3.6,md,300.0,1.0972,0.34,pr,pr2021333004,2021-11-29 14:33:12.040000+00:00,"106 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.84,27.75,0.07,9.0,reviewed,pr,pr
2021-11-29 07:53:37.806000+00:00,3.6291,-74.0203,10.0,4.4,mb,67.0,1.244,0.82,us,us7000fxxc,2021-11-29 08:28:04.040000+00:00,"11 km N of Lejanías, Colombia",earthquake,5.5,1.8,0.083,45.0,reviewed,us,us
2021-11-29 06:47:25.410000+00:00,18.97033333,-155.4221667,33.69,3.51,ml,229.0,,0.12,hv,hv72816147,2021-11-30 06:48:47.309000+00:00,"19 km ESE of Naalehu, Hawaii",earthquake,0.44,0.72,0.162099787,40.0,reviewed,hv,hv
2021-11-29 06:37:04.382000+00:00,30.6222,-113.7254,10.0,4.3,mb,135.0,0.965,0.91,us,us7000fxwa,2021-11-29 09:49:58.040000+00:00,"79 km SSW of Puerto Peñasco, Mexico",earthquake,5.9,2.0,0.147,13.0,reviewed,us,us
2021-11-29 06:32:26.127000+00:00,-24.1169,179.8367,540.86,4.5,mb,88.0,5.502000000000001,0.63,us,us7000fxw8,2021-11-29 07:02:46.040000+00:00,south of the Fiji Islands,earthquake,12.0,6.9,0.053,104.0,reviewed,us,us
2021-11-29 06:24:25.009000+00:00,29.8708,-113.7144,10.0,4.3,mb,156.0,1.521,0.5,us,us7000fxvz,2021-11-29 07:27:46.040000+00:00,"98 km W of La Libertad, Mexico",earthquake,7.0,2.0,0.10400000000000001,26.0,reviewed,us,us
2021-11-29 04:36:48.700000+00:00,40.293499,-124.529335,17.34,2.69,md,247.0,0.1895,0.13,nc,nc73659375,2021-11-29 06:16:09.483000+00:00,"21km W of Petrolia, CA",earthquake,1.64,0.57,0.03,9.0,automatic,nc,nc
2021-11-29 03:32:14.239000+00:00,13.8625,-92.6551,10.0,4.2,mb,209.0,2.456,0.84,us,us7000fxv7,2021-11-29 04:12:21.040000+00:00,"87 km SW of Ocós, Guatemala",earthquake,12.9,2.0,0.08,43.0,reviewed,us,us
2021-11-29 03:24:35.924000+00:00,36.5105,70.1228,225.6,4.1,mb,70.0,0.713,0.69,us,us7000fxv6,2021-11-29 04:03:39.040000+00:00,"24 km ESE of Farkh?r, Afghanistan",earthquake,7.5,6.1,0.19699999999999998,7.0,reviewed,us,us
2021-11-29 03:17:25.706000+00:00,-6.8302,127.2188,388.33,4.3,mb,32.0,4.12,0.66,us,us7000fxv5,2021-11-29 03:34:30.040000+00:00,"188 km N of Lospalos, Timor Leste",earthquake,7.1,6.8,0.09,35.0,reviewed,us,us
2021-11-29 03:01:33.420000+00:00,31.6173333,-116.0176667,7.6,2.61,ml,184.0,0.3009,0.14,ci,ci39873175,2021-11-29 18:52:10.988000+00:00,"53km ESE of Maneadero, B.C., MX",earthquake,0.39,0.88,0.2,12.0,reviewed,ci,ci
2021-11-29 01:15:49.130000+00:00,17.9733,-67.01,11.0,2.5,md,175.0,0.0344,0.07,pr,pr2021333000,2021-11-29 01:54:06.102000+00:00,"3 km E of La Parguera, Puerto Rico",earthquake,0.52,0.37,0.12,6.0,reviewed,pr,pr
2021-11-28 23:03:03.465000+00:00,31.16227615,-103.31850940000001,4.5633789060000005,3.3,ml,58.0,0.048833987,0.3,tx,tx2021xind,2021-11-30 05:52:57.401000+00:00,"25 km WSW of Coyanosa, Texas",earthquake,2.002784381,2.300923543,0.1,10.0,reviewed,tx,tx
2021-11-28 22:53:38.198000+00:00,62.0803,-151.2634,75.3,2.7,ml,,,0.45,ak,ak021f9fu75r,2021-11-30 01:21:58.040000+00:00,"12 km NE of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-11-28 22:40:37.525000+00:00,56.0738,-149.6152,23.28,3.1,ml,198.0,2.362,0.78,us,us7000fxu2,2021-11-30 01:03:11.040000+00:00,"236 km SE of Chiniak, Alaska",earthquake,7.9,9.2,0.06,36.0,reviewed,us,us
2021-11-28 22:34:41.110000+00:00,0.2419,99.6101,127.34,4.3,mb,140.0,1.431,0.6,us,us7000fxu1,2021-11-30 00:47:40.040000+00:00,"104 km NW of Bukittinggi, Indonesia",earthquake,6.3,8.1,0.133,16.0,reviewed,us,us
2021-11-28 22:13:56.714000+00:00,31.8721,130.7325,10.0,4.6,mb,121.0,0.433,0.61,us,us7000fxu0,2021-11-30 00:23:58.966000+00:00,"15 km NNW of Kokubu-matsuki, Japan",earthquake,3.8,1.8,0.172,10.0,reviewed,us,us
2021-11-28 21:52:45.767000+00:00,34.4342,99.0553,10.0,4.1,mb,65.0,9.752,0.96,us,us7000fxtx,2021-11-29 22:48:25.040000+00:00,"Southern Qinghai, China",earthquake,7.8,1.9,0.139,14.0,reviewed,us,us
2021-11-28 20:33:22.878000+00:00,43.147,146.5104,67.17,4.6,mb,79.0,2.722,0.74,us,us7000fxti,2021-11-28 21:11:08.040000+00:00,"74 km SSW of Shikotan, Russia",earthquake,9.5,8.2,0.09,37.0,reviewed,us,us
2021-11-28 20:29:57.347000+00:00,-10.4488,161.0192,10.0,4.7,mb,77.0,1.456,1.1,us,us7000fxtf,2021-11-28 21:01:03.040000+00:00,"98 km W of Kirakira, Solomon Islands",earthquake,7.6,1.9,0.095,34.0,reviewed,us,us
2021-11-28 20:19:58.450000+00:00,17.9473,-66.9445,9.0,2.89,md,186.0,0.071,0.14,pr,pr2021332019,2021-11-28 20:42:38.734000+00:00,"4 km SW of Guánica, Puerto Rico",earthquake,0.42,0.54,0.29,14.0,reviewed,pr,pr
2021-11-28 20:04:30.566000+00:00,59.7425,-151.8932,55.6,2.5,ml,,,0.61,ak,ak021f9ectas,2021-11-28 21:16:20.040000+00:00,"5 km SW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-11-28 19:42:35.803000+00:00,44.123000000000005,-115.0586,10.0,2.6,ml,82.0,0.7290000000000001,1.16,us,us7000fxt4,2021-11-29 16:32:26.820000+00:00,"14 km SW of Stanley, Idaho",earthquake,2.0,2.0,0.091,16.0,reviewed,us,us
2021-11-28 19:24:52.585000+00:00,58.347,-152.2625,52.7,2.5,ml,,,0.46,ak,ak021f9dvpo2,2021-11-28 21:23:26.040000+00:00,"49 km NNE of Ouzinkie, Alaska",earthquake,,1.8,,,automatic,ak,ak
2021-11-28 18:55:09.950000+00:00,18.0323,-67.7085,5.0,3.12,md,183.0,0.4202,0.31,pr,pr2021332018,2021-11-28 19:20:57.743000+00:00,"55 km W of Puerto Real, Puerto Rico",earthquake,0.7,0.81,0.2,12.0,reviewed,pr,pr
2021-11-28 18:32:49.943000+00:00,31.66960437,-104.3770941,7.699755859,3.1,ml,59.0,0.105442115,0.3,tx,tx2021xief,2021-11-28 18:46:49.232000+00:00,"56 km S of Whites City, New Mexico",earthquake,1.2382292940000001,1.56692424,0.1,6.0,reviewed,tx,tx
2021-11-28 17:27:30.721000+00:00,-2.6294,140.4053,33.72,4.5,mb,59.0,6.979,0.7,us,us7000fxt1,2021-11-29 02:01:12.881000+00:00,"near the north coast of Papua, Indonesia",earthquake,10.4,5.8,0.10300000000000001,28.0,reviewed,us,us
2021-11-28 17:21:21.354000+00:00,24.213,94.5836,80.53,4.5,mb,74.0,4.109,0.8,us,us7000fxsg,2021-11-29 02:27:42.479000+00:00,"65 km NNE of Mawlaik, Myanmar",earthquake,9.5,6.9,0.106,26.0,reviewed,us,us
2021-11-28 17:02:21.027000+00:00,26.9941,96.5108,10.0,4.3,mb,96.0,6.216,0.99,us,us7000fxsb,2021-11-28 19:53:11.040000+00:00,"89 km ESE of Margherita, India",earthquake,9.6,1.9,0.114,22.0,reviewed,us,us
2021-11-28 16:39:26.640000+00:00,18.1533,-68.033,80.0,3.28,md,174.0,0.5014,0.42,pr,pr2021332016,2021-11-28 17:19:52.768000+00:00,"61 km SE of Punta Cana, Dominican Republic",earthquake,2.41,1.73,0.26,10.0,reviewed,pr,pr
2021-11-28 16:20:06.890000+00:00,17.965,-66.9985,10.0,2.97,md,177.0,0.0459,0.14,pr,pr2021332015,2021-11-28 20:36:17.843000+00:00,"5 km ESE of La Parguera, Puerto Rico",earthquake,0.5,0.43,0.1,11.0,reviewed,pr,pr
2021-11-28 16:17:41.648000+00:00,31.64559969,-104.5851541,6.208691406,3.6,ml,80.0,0.075548688,0.3,tx,tx2021xhzt,2021-11-29 16:21:32.711000+00:00,"61 km SSW of Whites City, New Mexico",earthquake,1.866777416,2.170779652,0.1,7.0,reviewed,tx,tx
2021-11-28 16:11:20.758000+00:00,34.4036,45.761,10.0,4.2,mb,109.0,0.7120000000000001,0.53,us,us7000fxrx,2021-11-28 16:41:38.040000+00:00,"11 km SW of Sarpol-e Z?ah?b, Iran",earthquake,5.4,1.9,0.153,15.0,reviewed,us,us
2021-11-28 15:46:33.910000+00:00,19.1825,-155.4775,32.45,3.56,ml,79.0,,0.11,hv,hv72815092,2021-11-29 21:15:23.602000+00:00,"2 km S of P?hala, Hawaii",earthquake,0.39,0.53,0.178054952,40.0,reviewed,hv,hv
2021-11-28 15:02:43.710000+00:00,18.1803,-67.4351,15.0,2.77,md,233.0,0.2088,0.22,pr,pr2021332014,2021-11-28 15:36:22.464000+00:00,"25 km SW of Stella, Puerto Rico",earthquake,0.77,0.79,0.43,11.0,reviewed,pr,pr
2021-11-28 14:54:40.916000+00:00,35.0889,141.502,12.05,4.5,mb,126.0,2.416,0.66,us,us7000fxrk,2021-11-29 13:29:22.415000+00:00,"93 km SE of Hasaki, Japan",earthquake,6.9,5.0,0.091,37.0,reviewed,us,us
2021-11-28 13:51:16.168000+00:00,-6.7652,125.4367,539.11,4.9,mb,38.0,3.188,0.69,us,us7000fxr9,2021-11-28 15:06:45.040000+00:00,"198 km N of Metinaro, Timor Leste",earthquake,10.3,8.5,0.053,113.0,reviewed,us,us
2021-11-28 13:34:32.986000+00:00,31.66774561,-104.3803075,7.391259766,2.9,ml,60.0,0.102702302,0.3,tx,tx2021xhuk,2021-11-28 14:31:44.040000+00:00,"56 km S of Whites City, New Mexico",earthquake,1.287666261,1.77658683,0.1,6.0,reviewed,tx,tx
2021-11-28 11:15:46.840000+00:00,37.4415,-112.98166670000002,6.12,3.07,ml,115.0,0.1427,0.13,uu,uu60470092,2021-11-29 03:53:04.658000+00:00,Utah,earthquake,0.34,0.72,0.25,11.0,reviewed,uu,uu
2021-11-28 10:59:28.030000+00:00,19.163,-155.4771667,32.12,2.71,ml,105.0,,0.11,hv,hv72814852,2021-11-30 07:17:53.750000+00:00,"4 km S of P?hala, Hawaii",earthquake,0.42,0.54,0.146411794,28.0,reviewed,hv,hv
2021-11-28 10:52:13.239000+00:00,-4.4898,-76.8461,112.48,7.5,mww,42.0,4.962,0.61,us,us7000fxq2,2021-11-30 01:40:53.016000+00:00,"42 km NNW of Barranca, Peru",earthquake,7.4,5.2,0.033,87.0,reviewed,us,us
2021-11-28 09:42:15.656000+00:00,7.5372,-76.9227,23.41,4.5,mb,94.0,1.9240000000000002,0.71,us,us7000fxps,2021-11-28 15:04:10.525000+00:00,"24 km ENE of Riosucio, Colombia",earthquake,6.0,8.6,0.192,12.0,reviewed,us,us
2021-11-28 09:37:17.623000+00:00,-32.3775,-71.9198,22.65,4.0,mwr,134.0,0.6829999999999999,0.79,us,us7000fxpj,2021-11-29 02:39:11.877000+00:00,"65 km W of La Ligua, Chile",earthquake,3.7,6.3,0.043,53.0,reviewed,us,us
2021-11-28 09:06:11.207000+00:00,-18.4679,-178.2631,496.63,4.2,mb,115.0,3.576,0.68,us,us7000fxpm,2021-11-28 10:35:35.040000+00:00,"259 km E of Levuka, Fiji",earthquake,15.1,9.0,0.10300000000000001,27.0,reviewed,us,us
2021-11-28 08:58:55.226000+00:00,31.66767676,-104.39107270000001,7.5969238279999995,2.9,ml,60.0,0.093525611,0.2,tx,tx2021xhlh,2021-11-28 09:12:04.160000+00:00,"56 km S of Whites City, New Mexico",earthquake,1.30162639,1.588831495,0.0,6.0,reviewed,tx,tx
2021-11-28 08:56:13.400000+00:00,40.6204987,-123.15049740000002,30.09,2.71,md,102.0,0.06572,0.04,nc,nc73659055,2021-11-28 10:12:12.563000+00:00,"8km NNE of Hayfork, CA",earthquake,0.67,1.06,0.1,6.0,automatic,nc,nc
2021-11-28 08:27:03.010000+00:00,17.945,-66.743,18.0,2.63,md,170.0,0.1395,0.11,pr,pr2021332012,2021-11-28 08:40:26.521000+00:00,"6 km SSW of Tallaboa, Puerto Rico",earthquake,0.29,0.3,0.08,4.0,reviewed,pr,pr
2021-11-28 08:12:14.466000+00:00,37.373000000000005,-104.3336,8.0,2.7,ml,70.0,0.24100000000000002,0.41,us,us7000fxnu,2021-11-28 15:07:13.981000+00:00,Colorado,earthquake,1.2,8.6,0.115,10.0,reviewed,us,us
2021-11-28 07:50:18.405000+00:00,18.9199,-68.9991,8.05,2.9,ml,176.0,0.711,0.45,us,us7000fxnq,2021-11-28 08:30:42.040000+00:00,"8 km SE of Miches, Dominican Republic",earthquake,2.6,11.4,0.055,43.0,reviewed,us,us
2021-11-28 07:43:40.650000+00:00,17.9841,-67.0045,10.0,2.74,md,147.0,0.0423,0.17,pr,pr2021332010,2021-11-28 08:00:46.729000+00:00,"4 km ENE of La Parguera, Puerto Rico",earthquake,0.41,0.68,0.03,5.0,reviewed,pr,pr
2021-11-28 07:16:55.827000+00:00,-20.4295,-178.2569,568.76,4.1,mb,171.0,4.394,0.34,us,us7000fxnl,2021-11-28 08:21:03.040000+00:00,Fiji region,earthquake,13.9,13.7,0.11199999999999999,22.0,reviewed,us,us
2021-11-28 06:57:19.349000+00:00,40.4233,-126.4046,10.0,3.0,ml,258.0,1.743,0.68,us,us7000fxnb,2021-11-28 07:17:51.040000+00:00,"182 km W of Ferndale, California",earthquake,8.3,2.0,0.038,92.0,reviewed,us,us
2021-11-28 06:32:30.995000+00:00,-12.0305,-77.3749,64.45,5.1,mb,85.0,0.523,0.94,us,us7000fxna,2021-11-29 22:54:08.806000+00:00,"28 km W of Callao, Peru",earthquake,8.6,5.2,0.027000000000000003,438.0,reviewed,us,us
2021-11-28 06:30:36.161000+00:00,67.0253,-146.7062,4.5,2.9,ml,,,0.74,ak,ak021f966bs2,2021-11-28 07:33:46.040000+00:00,"12 km W of Venetie, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-11-28 05:59:10.556000+00:00,31.67497601,-104.2436354,7.288427734,3.2,ml,53.0,0.110834751,0.2,tx,tx2021xhfj,2021-11-28 08:10:53.726000+00:00,western Texas,earthquake,1.195872032,1.6538649719999998,0.2,6.0,reviewed,tx,tx
2021-11-28 05:51:55.308000+00:00,66.9407,-146.8561,73.9,2.8,ml,,,0.77,ak,ak021f95pfpr,2021-11-28 06:03:02.086000+00:00,"20 km WSW of Venetie, Alaska",earthquake,,1.9,,,automatic,ak,ak
2021-11-28 05:44:20.388000+00:00,31.4828,-115.6439,18.66,3.2,ml,110.0,0.15,0.67,us,us7000fxmt,2021-11-29 16:17:04.811000+00:00,"59 km ENE of San Vicente, Mexico",earthquake,3.1,7.3,0.053,46.0,reviewed,us,us
2021-11-28 03:12:56.770000+00:00,19.19466667,-155.4685,36.39,3.0,ml,97.0,,0.11,hv,hv72814362,2021-11-29 23:16:38.493000+00:00,"1 km SE of P?hala, Hawaii",earthquake,0.42,0.5,0.21560953,39.0,reviewed,hv,hv
2021-11-28 03:10:06.580000+00:00,17.9713,-67.0026,9.0,3.25,md,168.0,0.0417,0.11,pr,pr2021332005,2021-11-28 05:34:49.482000+00:00,"4 km E of La Parguera, Puerto Rico",earthquake,0.27,0.43,0.28,11.0,reviewed,pr,pr
2021-11-28 02:57:18.080000+00:00,17.9728,-67.0021,9.0,3.46,md,178.0,0.0423,0.09,pr,pr2021332003,2021-11-29 02:59:17.147000+00:00,"4 km E of La Parguera, Puerto Rico",earthquake,0.34,0.62,0.33,25.0,reviewed,pr,pr
2021-11-28 02:52:34.632000+00:00,38.6717,14.3583,10.0,4.4,mb,69.0,1.273,0.78,us,us7000fxly,2021-11-28 04:25:43.238000+00:00,"42 km WNW of Leni, Italy",earthquake,5.4,1.9,0.09699999999999999,31.0,reviewed,us,us
2021-11-28 02:46:24.520000+00:00,17.9701,-67.0018,9.0,3.33,md,170.0,0.0424,0.11,pr,pr2021332004,2021-11-29 02:48:28.218000+00:00,"4 km E of La Parguera, Puerto Rico",earthquake,0.29,0.48,0.22,26.0,reviewed,pr,pr
2021-11-28 02:13:16.540000+00:00,18.6423,-65.316,67.0,3.04,md,275.0,0.3365,0.36,pr,pr2021332002,2021-11-28 06:24:16.538000+00:00,"37 km N of Culebra, Puerto Rico",earthquake,3.18,2.81,0.08,3.0,reviewed,pr,pr
2021-11-28 01:53:54.738000+00:00,66.9855,-146.4942,13.0,2.8,ml,,,0.51,ak,ak021f93c4rf,2021-11-28 02:33:06.040000+00:00,"4 km SW of Venetie, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-11-28 01:44:10.267000+00:00,66.9559,-146.5953,6.9,4.3,ml,,,0.94,ak,ak021f93a45y,2021-11-29 15:55:25.040000+00:00,,earthquake,,1.2,,,reviewed,ak,ak
